id,device,scenario,condition,CamAngle,DistCam2Face,DistDisp2Face,Eye-tracker,FaceAngle,RGB,IR
075,Laptop,S05,A_C_T,327,327,327,327,327,1,0
075,Laptop,S06,A_C_T,326,326,326,326,326,1,0
075,Laptop,S07,A_C_T,325,325,325,325,325,1,0
075,Laptop,S05,A_D_T,326,326,326,326,326,1,0
075,Laptop,S06,A_D_T,327,327,327,327,327,1,0
075,Laptop,S07,A_D_T,325,325,325,325,325,1,0
075,Laptop,S05,A_E_T,326,326,326,326,326,1,0
075,Laptop,S06,A_E_T,326,326,326,326,326,1,0
075,Laptop,S07,A_E_T,325,325,325,325,325,1,0
075,Laptop,S05,A_F_T,330,330,330,330,330,1,0
075,Laptop,S06,A_F_T,329,329,329,329,329,1,0
075,Laptop,S07,A_F_T,329,329,329,329,329,1,0
075,Laptop,S05,A_T_T,327,327,327,327,327,1,0
075,Laptop,S06,A_T_T,326,326,326,326,326,1,0
075,Laptop,S07,A_T_T,326,326,326,326,326,1,0
075,Laptop,S05,A_U_T,326,326,326,326,326,1,0
075,Laptop,S06,A_U_T,326,326,326,326,326,1,0
075,Laptop,S07,A_U_T,326,326,326,326,326,1,0
075,Laptop,S05,D_C_T,327,327,327,327,327,1,0
075,Laptop,S06,D_C_T,326,326,326,326,326,1,0
075,Laptop,S07,D_C_T,312,312,312,312,312,1,0
075,Laptop,S05,D_D_T,327,327,327,327,327,1,0
075,Laptop,S06,D_D_T,327,327,327,327,327,1,0
075,Laptop,S07,D_D_T,326,326,326,326,326,1,0
075,Laptop,S05,D_E_T,326,326,326,326,326,1,0
075,Laptop,S06,D_E_T,327,327,327,327,327,1,0
075,Laptop,S07,D_E_T,326,326,326,326,326,1,0
075,Laptop,S05,D_F_T,330,330,330,330,330,1,0
075,Laptop,S06,D_F_T,330,330,330,330,330,1,0
075,Laptop,S07,D_F_T,330,330,330,330,330,1,0
075,Laptop,S05,D_T_T,325,325,325,325,325,1,0
075,Laptop,S06,D_T_T,326,326,326,326,326,1,0
075,Laptop,S07,D_T_T,326,326,326,326,326,1,0
075,Laptop,S05,D_U_T,326,326,326,326,326,1,0
075,Laptop,S06,D_U_T,327,327,327,327,327,1,0
075,Laptop,S07,D_U_T,325,325,325,325,325,1,0
075,Laptop,S05,F_C_T,326,326,326,326,326,1,0
075,Laptop,S06,F_C_T,326,326,326,326,326,1,0
075,Laptop,S07,F_C_T,326,326,326,326,326,1,0
075,Laptop,S05,F_D_T,325,325,325,325,325,1,0
075,Laptop,S06,F_D_T,326,326,326,326,326,1,0
075,Laptop,S07,F_D_T,325,325,325,325,325,1,0
075,Laptop,S05,F_E_T,326,326,326,326,326,1,0
075,Laptop,S06,F_E_T,325,325,325,325,325,1,0
075,Laptop,S07,F_E_T,314,314,314,314,314,1,0
075,Laptop,S05,F_F_T,329,329,329,329,329,1,0
075,Laptop,S06,F_F_T,331,331,331,331,331,1,0
075,Laptop,S07,F_F_T,331,331,331,331,331,1,0
075,Laptop,S05,F_H_T,326,326,326,326,326,1,0
075,Laptop,S06,F_H_T,327,327,327,327,327,1,0
075,Laptop,S07,F_H_T,326,326,326,326,326,1,0
075,Laptop,S05,F_T_T,325,325,325,325,325,1,0
075,Laptop,S06,F_T_T,327,327,327,327,327,1,0
075,Laptop,S07,F_T_T,326,326,326,326,326,1,0
075,Laptop,S05,F_U_T,324,324,324,324,324,1,0
075,Laptop,S06,F_U_T,326,326,326,326,326,1,0
075,Laptop,S07,F_U_T,327,327,327,327,327,1,0
075,Laptop,S05,N_D_T,326,326,326,326,326,1,0
075,Laptop,S06,N_D_T,326,326,326,326,326,1,0
075,Laptop,S07,N_D_T,325,325,325,325,325,1,0
075,Laptop,S05,N_E_T,326,326,326,326,326,1,0
075,Laptop,S06,N_E_T,326,326,326,326,326,1,0
075,Laptop,S07,N_E_T,310,310,310,310,310,1,0
075,Laptop,S05,N_F_T,329,329,329,329,329,1,0
075,Laptop,S06,N_F_T,330,330,330,330,330,1,0
075,Laptop,S07,N_F_T,331,331,331,331,331,1,0
075,Laptop,S05,N_T_T,312,312,312,312,312,1,0
075,Laptop,S06,N_T_T,327,327,327,327,327,1,0
075,Laptop,S07,N_T_T,326,326,326,326,326,1,0
075,Laptop,S05,N_U_T,326,326,326,326,326,1,0
075,Laptop,S06,N_U_T,325,325,325,325,325,1,0
075,Laptop,S07,N_U_T,328,328,328,328,328,1,0
075,Laptop,S05,S_C_T,326,326,326,326,326,1,0
075,Laptop,S06,S_C_T,327,327,327,327,327,1,0
