id,device,scenario,condition,CamAngle,DistCam2Face,DistDisp2Face,Eye-tracker,FaceAngle,RGB,IR
086,Laptop,S06,A_C_T,326,326,326,326,326,1,0
086,Laptop,S07,A_C_T,325,325,325,325,325,1,0
086,Laptop,S08,A_C_T,326,326,326,326,326,1,0
086,Laptop,S06,A_D_T,327,327,327,327,327,1,0
086,Laptop,S07,A_D_T,326,326,326,326,326,1,0
086,Laptop,S08,A_D_T,326,326,326,326,326,1,0
086,Laptop,S06,A_E_T,326,326,326,326,326,1,0
086,Laptop,S07,A_E_T,324,324,324,324,324,1,0
086,Laptop,S08,A_E_T,326,326,326,326,326,1,0
086,Laptop,S06,A_F_T,330,330,330,330,330,1,0
086,Laptop,S07,A_F_T,329,329,329,329,329,1,0
086,Laptop,S08,A_F_T,330,330,330,330,330,1,0
086,Laptop,S06,A_T_T,325,325,325,325,325,1,0
086,Laptop,S07,A_T_T,326,326,326,326,326,1,0
086,Laptop,S08,A_T_T,325,325,325,325,325,1,0
086,Laptop,S06,A_U_T,326,326,326,326,326,1,0
086,Laptop,S07,A_U_T,326,326,326,326,326,1,0
086,Laptop,S08,A_U_T,326,326,326,326,326,1,0
086,Laptop,S06,D_C_T,326,326,326,326,326,1,0
086,Laptop,S07,D_C_T,326,326,326,326,326,1,0
086,Laptop,S08,D_C_T,327,327,327,327,327,1,0
086,Laptop,S06,D_D_T,327,327,327,327,327,1,0
086,Laptop,S07,D_D_T,327,327,327,327,327,1,0
086,Laptop,S08,D_D_T,326,326,326,326,326,1,0
086,Laptop,S06,D_E_T,326,326,326,326,326,1,0
086,Laptop,S07,D_E_T,326,326,326,326,326,1,0
086,Laptop,S08,D_E_T,326,326,326,326,326,1,0
086,Laptop,S06,D_F_T,327,327,327,327,327,1,0
086,Laptop,S07,D_F_T,329,329,329,329,329,1,0
086,Laptop,S08,D_F_T,331,331,331,331,331,1,0
086,Laptop,S06,D_T_T,326,326,326,326,326,1,0
086,Laptop,S07,D_T_T,326,326,326,326,326,1,0
086,Laptop,S08,D_T_T,327,327,327,327,327,1,0
086,Laptop,S06,D_U_T,325,325,325,325,325,1,0
086,Laptop,S07,D_U_T,326,326,326,326,326,1,0
086,Laptop,S08,D_U_T,327,327,327,327,327,1,0
086,Laptop,S06,F_C_T,327,327,327,327,327,1,0
086,Laptop,S07,F_C_T,326,326,326,326,326,1,0
086,Laptop,S08,F_C_T,327,327,327,327,327,1,0
