id,device,scenario,condition,CamAngle,DistCam2Face,DistDisp2Face,Eye-tracker,FaceAngle,RGB,IR
019,Laptop,S09,A_C_T,327,327,327,327,327,1,0
019,Laptop,S10,A_C_T,326,326,326,326,326,1,0
019,Laptop,S01,A_C_T,327,327,327,327,327,1,0
019,Laptop,S09,A_D_T,328,328,328,328,328,1,0
019,Laptop,S10,A_D_T,329,329,329,329,329,1,0
019,Laptop,S01,A_D_T,326,326,326,326,326,1,0
019,Laptop,S09,A_E_T,329,329,329,329,329,1,0
019,Laptop,S10,A_E_T,327,327,327,327,327,1,0
019,Laptop,S01,A_E_T,329,329,329,329,329,1,0
019,Laptop,S09,A_F_T,327,327,327,327,327,1,0
019,Laptop,S10,A_F_T,328,328,328,328,328,1,0
019,Laptop,S01,A_F_T,328,328,328,328,328,1,0
019,Laptop,S09,A_T_T,329,329,329,329,329,1,0
019,Laptop,S10,A_T_T,329,329,329,329,329,1,0
019,Laptop,S01,A_T_T,329,329,329,329,329,1,0
019,Laptop,S09,A_U_T,328,328,328,328,328,1,0
019,Laptop,S10,A_U_T,328,328,328,328,328,1,0
019,Laptop,S01,A_U_T,326,326,326,326,326,1,0
019,Laptop,S09,D_C_T,329,329,329,329,329,1,0
019,Laptop,S10,D_C_T,327,327,327,327,327,1,0
019,Laptop,S01,D_C_T,329,329,329,329,329,1,0
019,Laptop,S09,D_D_T,328,328,328,328,328,1,0
019,Laptop,S10,D_D_T,328,328,328,328,328,1,0
019,Laptop,S01,D_D_T,328,328,328,328,328,1,0
019,Laptop,S09,D_E_T,328,328,328,328,328,1,0
019,Laptop,S10,D_E_T,328,328,328,328,328,1,0
019,Laptop,S01,D_E_T,327,327,327,327,327,1,0
019,Laptop,S09,D_F_T,327,327,327,327,327,1,0
019,Laptop,S10,D_F_T,328,328,328,328,328,1,0
019,Laptop,S01,D_F_T,327,327,327,327,327,1,0
019,Laptop,S09,D_T_T,328,328,328,328,328,1,0
019,Laptop,S10,D_T_T,327,327,327,327,327,1,0
019,Laptop,S01,D_T_T,329,329,329,329,329,1,0
019,Laptop,S09,D_U_T,328,328,328,328,328,1,0
019,Laptop,S10,D_U_T,328,328,328,328,328,1,0
019,Laptop,S01,D_U_T,327,327,327,327,327,1,0
019,Laptop,S09,F_C_T,326,326,326,326,326,1,0
019,Laptop,S10,F_C_T,328,328,328,328,328,1,0
019,Laptop,S01,F_C_T,329,329,329,329,329,1,0
019,Laptop,S09,F_D_T,326,326,326,326,326,1,0
019,Laptop,S10,F_D_T,327,327,327,327,327,1,0
019,Laptop,S01,F_D_T,327,327,327,327,327,1,0
019,Laptop,S09,F_E_T,328,328,328,328,328,1,0
019,Laptop,S10,F_E_T,327,327,327,327,327,1,0
019,Laptop,S01,F_E_T,327,327,327,327,327,1,0
019,Laptop,S09,F_F_T,327,327,327,327,327,1,0
019,Laptop,S10,F_F_T,327,327,327,327,327,1,0
019,Laptop,S01,F_F_T,328,328,328,328,328,1,0
019,Laptop,S09,F_H_T,327,327,327,327,327,1,0
019,Laptop,S10,F_H_T,328,328,328,328,328,1,0
019,Laptop,S01,F_H_T,328,328,328,328,328,1,0
019,Laptop,S09,F_T_T,327,327,327,327,327,1,0
019,Laptop,S10,F_T_T,330,330,330,330,330,1,0
019,Laptop,S01,F_T_T,328,328,328,328,328,1,0
019,Laptop,S09,F_U_T,327,327,327,327,327,1,0
019,Laptop,S10,F_U_T,329,329,329,329,329,1,0
019,Laptop,S01,F_U_T,328,328,328,328,328,1,0
019,Laptop,S09,N_D_T,325,325,325,325,325,1,0
019,Laptop,S10,N_D_T,328,328,328,328,328,1,0
019,Laptop,S01,N_D_T,329,329,329,329,329,1,0
019,Laptop,S09,N_E_T,329,329,329,329,329,1,0
019,Laptop,S10,N_E_T,325,325,325,325,325,1,0
019,Laptop,S01,N_E_T,328,328,328,328,328,1,0
019,Laptop,S09,N_F_T,328,328,328,328,328,1,0
019,Laptop,S10,N_F_T,328,328,328,328,328,1,0
019,Laptop,S01,N_F_T,327,327,327,327,327,1,0
019,Laptop,S09,N_T_T,327,327,327,327,327,1,0
019,Laptop,S10,N_T_T,329,329,329,329,329,1,0
019,Laptop,S01,N_T_T,326,326,326,326,326,1,0
019,Laptop,S09,N_U_T,328,328,328,328,328,1,0
019,Laptop,S10,N_U_T,328,328,328,328,328,1,0
019,Laptop,S01,N_U_T,328,328,328,328,328,1,0
