id,device,scenario,condition,CamAngle,DistCam2Face,DistDisp2Face,Eye-tracker,FaceAngle,RGB,IR
072,Laptop,S02,A_C_T,326,326,326,326,326,1,0
072,Laptop,S03,A_C_T,326,326,326,326,326,1,0
072,Laptop,S04,A_C_T,325,325,325,325,325,1,0
072,Laptop,S02,A_D_T,326,326,326,326,326,1,0
072,Laptop,S03,A_D_T,326,326,326,326,326,1,0
072,Laptop,S04,A_D_T,326,326,326,326,326,1,0
072,Laptop,S02,A_E_T,326,326,326,326,326,1,0
072,Laptop,S03,A_E_T,326,326,326,326,326,1,0
072,Laptop,S04,A_E_T,326,326,326,326,326,1,0
072,Laptop,S02,A_F_T,329,329,329,329,329,1,0
072,Laptop,S03,A_F_T,329,329,329,329,329,1,0
072,Laptop,S04,A_F_T,330,330,330,330,330,1,0
072,Laptop,S02,A_T_T,326,326,326,326,326,1,0
072,Laptop,S03,A_T_T,326,326,326,326,326,1,0
072,Laptop,S04,A_T_T,326,326,326,326,326,1,0
072,Laptop,S02,A_U_T,326,326,326,326,326,1,0
072,Laptop,S03,A_U_T,326,326,326,326,326,1,0
072,Laptop,S04,A_U_T,327,327,327,327,327,1,0
072,Laptop,S02,D_C_T,327,327,327,327,327,1,0
072,Laptop,S03,D_C_T,326,326,326,326,326,1,0
072,Laptop,S04,D_C_T,326,326,326,326,326,1,0
072,Laptop,S02,D_D_T,326,326,326,326,326,1,0
072,Laptop,S03,D_D_T,326,326,326,326,326,1,0
072,Laptop,S04,D_D_T,326,326,326,326,326,1,0
072,Laptop,S02,D_E_T,325,325,325,325,325,1,0
072,Laptop,S03,D_E_T,327,327,327,327,327,1,0
072,Laptop,S04,D_E_T,326,326,326,326,326,1,0
072,Laptop,S02,D_F_T,329,329,329,329,329,1,0
072,Laptop,S03,D_F_T,329,329,329,329,329,1,0
072,Laptop,S04,D_F_T,329,329,329,329,329,1,0
072,Laptop,S02,D_T_T,326,326,326,326,326,1,0
072,Laptop,S03,D_T_T,326,326,326,326,326,1,0
072,Laptop,S04,D_T_T,326,326,326,326,326,1,0
072,Laptop,S02,D_U_T,326,326,326,326,326,1,0
072,Laptop,S03,D_U_T,326,326,326,326,326,1,0
072,Laptop,S04,D_U_T,326,326,326,326,326,1,0
072,Laptop,S02,F_C_T,326,326,326,326,326,1,0
072,Laptop,S03,F_C_T,326,326,326,326,326,1,0
072,Laptop,S04,F_C_T,326,326,326,326,326,1,0
072,Laptop,S02,F_D_T,327,327,327,327,327,1,0
072,Laptop,S03,F_D_T,326,326,326,326,326,1,0
072,Laptop,S04,F_D_T,326,326,326,326,326,1,0
072,Laptop,S02,F_E_T,313,313,313,313,313,1,0
072,Laptop,S03,F_E_T,327,327,327,327,327,1,0
072,Laptop,S04,F_E_T,326,326,326,326,326,1,0
072,Laptop,S02,F_F_T,329,329,329,329,329,1,0
072,Laptop,S03,F_F_T,329,329,329,329,329,1,0
072,Laptop,S04,F_F_T,331,331,331,331,331,1,0
072,Laptop,S02,F_H_T,326,326,326,326,326,1,0
072,Laptop,S03,F_H_T,326,326,326,326,326,1,0
072,Laptop,S04,F_H_T,326,326,326,326,326,1,0
072,Laptop,S02,F_T_T,327,327,327,327,327,1,0
072,Laptop,S03,F_T_T,325,325,325,325,325,1,0
072,Laptop,S04,F_T_T,327,327,327,327,327,1,0
072,Laptop,S02,F_U_T,320,320,320,320,320,1,0
072,Laptop,S03,F_U_T,327,327,327,327,327,1,0
072,Laptop,S04,F_U_T,326,326,326,326,326,1,0
072,Laptop,S02,N_D_T,326,326,326,326,326,1,0
072,Laptop,S03,N_D_T,326,326,326,326,326,1,0
072,Laptop,S04,N_D_T,326,326,326,326,326,1,0
072,Laptop,S02,N_E_T,327,327,327,327,327,1,0
072,Laptop,S03,N_E_T,326,326,326,326,326,1,0
072,Laptop,S04,N_E_T,326,326,326,326,326,1,0
072,Laptop,S02,N_F_T,329,329,329,329,329,1,0
072,Laptop,S03,N_F_T,330,330,330,330,330,1,0
072,Laptop,S04,N_F_T,330,330,330,330,330,1,0
072,Laptop,S02,N_T_T,326,326,326,326,326,1,0
072,Laptop,S03,N_T_T,326,326,326,326,326,1,0
072,Laptop,S04,N_T_T,326,326,326,326,326,1,0
072,Laptop,S02,N_U_T,326,326,326,326,326,1,0
072,Laptop,S03,N_U_T,325,325,325,325,325,1,0
072,Laptop,S04,N_U_T,326,326,326,326,326,1,0
072,Laptop,S02,S_C_T,327,327,327,327,327,1,0
072,Laptop,S03,S_C_T,326,326,326,326,326,1,0
072,Laptop,S04,S_C_T,326,326,326,326,326,1,0
072,Laptop,S02,S_D_T,326,326,326,326,326,1,0
072,Laptop,S03,S_D_T,327,327,327,327,327,1,0
072,Laptop,S04,S_D_T,326,326,326,326,326,1,0
072,Laptop,S02,S_E_T,327,327,327,327,327,1,0
072,Laptop,S03,S_E_T,327,327,327,327,327,1,0
072,Laptop,S04,S_E_T,326,326,326,326,326,1,0
072,Laptop,S02,S_F_T,329,329,329,329,329,1,0
072,Laptop,S03,S_F_T,330,330,330,330,330,1,0
072,Laptop,S04,S_F_T,331,331,331,331,331,1,0
072,Laptop,S02,S_U_T,326,326,326,326,326,1,0
072,Laptop,S03,S_U_T,326,326,326,326,326,1,0
072,Laptop,S04,S_U_T,326,326,326,326,326,1,0
072,Monitor,S02,A_C_T,300,300,300,300,300,1,1
072,Monitor,S03,A_C_T,300,300,300,300,300,1,1
072,Monitor,S04,A_C_T,300,300,300,300,300,1,1
072,Monitor,S02,A_D_T,300,300,300,300,300,1,1
072,Monitor,S03,A_D_T,300,300,300,300,300,1,1
072,Monitor,S04,A_D_T,300,300,300,300,300,1,1
072,Monitor,S02,A_E_T,300,300,300,300,300,1,1
072,Monitor,S03,A_E_T,300,300,300,300,300,1,1
072,Monitor,S04,A_E_T,300,300,300,300,300,1,1
072,Monitor,S02,A_S_T,300,300,300,300,300,1,1
072,Monitor,S03,A_S_T,300,300,300,300,300,1,1
072,Monitor,S04,A_S_T,300,300,300,300,300,1,1
072,Monitor,S02,A_U_T,300,300,300,300,300,1,1
072,Monitor,S03,A_U_T,300,300,300,300,300,1,1
072,Monitor,S04,A_U_T,300,300,300,300,300,1,1
072,Monitor,S02,D_C_T,300,300,300,300,300,1,1
072,Monitor,S03,D_C_T,300,300,300,300,300,1,1
072,Monitor,S04,D_C_T,300,300,300,300,300,1,1
072,Monitor,S02,D_D_T,300,300,300,300,300,1,1
072,Monitor,S03,D_D_T,300,300,300,300,300,1,1
072,Monitor,S04,D_D_T,300,300,300,300,300,1,1
072,Monitor,S02,D_E_T,300,300,300,300,300,1,1
072,Monitor,S03,D_E_T,300,300,300,300,300,1,1
072,Monitor,S04,D_E_T,300,300,300,300,300,1,1
072,Monitor,S02,D_S_T,300,300,300,300,300,1,1
072,Monitor,S03,D_S_T,300,300,300,300,300,1,1
072,Monitor,S04,D_S_T,300,300,300,300,300,1,1
072,Monitor,S02,D_U_T,300,300,300,300,300,1,1
072,Monitor,S03,D_U_T,300,300,300,300,300,1,1
072,Monitor,S04,D_U_T,300,300,300,300,300,1,1
072,Monitor,S02,F_C_T,300,300,300,300,300,1,1
072,Monitor,S03,F_C_T,300,300,300,300,300,1,1
072,Monitor,S04,F_C_T,300,300,300,300,300,1,1
072,Monitor,S02,F_D_T,300,300,300,300,300,1,1
072,Monitor,S03,F_D_T,300,300,300,300,300,1,1
072,Monitor,S04,F_D_T,300,300,300,300,300,1,1
072,Monitor,S02,F_E_T,300,300,300,300,300,1,1
072,Monitor,S03,F_E_T,300,300,300,300,300,1,1
072,Monitor,S04,F_E_T,300,300,300,300,300,1,1
072,Monitor,S02,F_H_T,300,300,300,300,300,1,1
072,Monitor,S03,F_H_T,300,300,300,300,300,1,1
072,Monitor,S04,F_H_T,300,300,300,300,300,1,1
072,Monitor,S02,F_S_T,300,300,300,300,300,1,1
072,Monitor,S03,F_S_T,300,300,300,300,300,1,1
072,Monitor,S04,F_S_T,300,300,300,300,300,1,1
072,Monitor,S02,F_U_T,300,300,300,300,300,1,1
072,Monitor,S03,F_U_T,300,300,300,300,300,1,1
072,Monitor,S04,F_U_T,300,300,300,300,300,1,1
072,Monitor,S02,N_D_T,300,300,300,300,300,1,1
072,Monitor,S03,N_D_T,300,300,300,300,300,1,1
072,Monitor,S04,N_D_T,300,300,300,300,300,1,1
072,Monitor,S02,N_E_T,300,300,300,300,300,1,1
072,Monitor,S03,N_E_T,300,300,300,300,300,1,1
072,Monitor,S04,N_E_T,300,300,300,300,300,1,1
072,Monitor,S02,N_S_T,300,300,300,300,300,1,1
072,Monitor,S03,N_S_T,300,300,300,300,300,1,1
072,Monitor,S04,N_S_T,300,300,300,300,300,1,1
072,Monitor,S02,N_U_T,300,300,300,300,300,1,1
072,Monitor,S03,N_U_T,300,300,300,300,300,1,1
072,Monitor,S04,N_U_T,300,300,300,300,300,1,1
072,Monitor,S02,S_C_T,300,300,300,300,300,1,1
072,Monitor,S03,S_C_T,300,300,300,300,300,1,1
072,Monitor,S04,S_C_T,300,300,300,300,300,1,1
072,Monitor,S02,S_D_T,300,300,300,300,300,1,1
072,Monitor,S03,S_D_T,300,300,300,300,300,1,1
072,Monitor,S04,S_D_T,300,300,300,300,300,1,1
072,Monitor,S02,S_E_T,300,300,300,300,300,1,1
072,Monitor,S03,S_E_T,300,300,300,300,300,1,1
072,Monitor,S04,S_E_T,300,300,300,300,300,1,1
072,Smartphone,S10,A_C_L,310,310,310,310,310,1,0
072,Smartphone,S10,A_C_R,313,313,313,313,313,1,0
072,Smartphone,S10,A_C_T,310,310,310,310,310,1,0
072,Smartphone,S10,A_D_L,310,310,310,310,310,1,0
072,Smartphone,S10,A_D_R,310,310,310,310,310,1,0
072,Smartphone,S10,A_D_T,307,307,307,307,307,1,0
072,Smartphone,S10,A_E_L,309,309,309,309,309,1,0
072,Smartphone,S10,A_E_R,307,307,307,307,307,1,0
072,Smartphone,S10,A_E_T,304,304,304,304,304,1,0
072,Smartphone,S10,A_F_L,311,311,311,311,311,1,0
072,Smartphone,S10,A_F_R,307,307,307,307,307,1,0
072,Smartphone,S10,A_F_T,307,307,307,307,307,1,0
072,Smartphone,S10,A_L_L,309,309,309,309,309,1,0
072,Smartphone,S10,A_L_R,311,311,311,311,311,1,0
072,Smartphone,S10,A_L_T,306,306,306,306,306,1,0
072,Smartphone,S10,A_P_L,308,308,308,308,308,1,0
072,Smartphone,S10,A_P_R,306,306,306,306,306,1,0
072,Smartphone,S10,A_P_T,307,307,307,307,307,1,0
072,Smartphone,S10,A_S_L,306,306,306,306,306,1,0
072,Smartphone,S10,A_S_R,309,309,309,309,309,1,0
072,Smartphone,S10,A_S_T,306,306,306,306,306,1,0
072,Smartphone,S10,A_T_L,308,308,308,308,308,1,0
072,Smartphone,S10,A_T_R,308,308,308,308,308,1,0
072,Smartphone,S10,A_T_T,309,309,309,309,309,1,0
072,Smartphone,S01,D_C_L,308,308,308,308,308,1,0
072,Smartphone,S01,D_C_R,310,310,310,310,310,1,0
072,Smartphone,S01,D_C_T,306,306,306,306,306,1,0
072,Smartphone,S01,D_D_L,304,304,304,304,304,1,0
072,Smartphone,S01,D_D_R,306,306,306,306,306,1,0
072,Smartphone,S01,D_D_T,306,306,306,306,306,1,0
